,word,chinese
1896,portraiture,n.画像技法；肖像，画像
1897,potency,n.影响力，支配力；效力，效能
1898,contradict,vt.反驳；与…矛盾
1899,ceremonial,adj.礼仪的，礼节的
1900,mine,v.开矿，采矿；在…布雷
1901,extinct,adj.（动植物，语言）灭绝的；（习俗，工作等）消失的
1902,taboo,n.（文化或宗教习俗方面的）禁忌，忌讳；禁止，避讳
1903,quilt,v.缝被；缝制
1904,delineate,"v.说明, 阐明, 准确描述; 标明边界"
1905,conservation,n.保护，保存
1906,assembly,n.会议；议会；集合，集会；装配
1907,vegetation,n.植物；植被
1908,suspense,n.担心，焦虑；悬念，不确定
1909,melt,v.（使）融化，（使）熔化；（使）溶化；（使）消散
1910,motif,n.主题，主旨；（装饰）图形
1911,abbey,n.修道院；大教堂
1912,junction,n.联接，会合处，交叉点
1913,stationary,adj.静止的；固定的，稳定的，不变的
1914,disturbance,n.干扰，妨碍；骚乱，动乱；失调，紊乱
1915,indict,vt.控诉，起诉，控告
1916,alternate,adj.交替的，轮流的；间隔的
1917,tyrannical,adj.专制的，残暴的，专横的
1918,troupe,n.剧团；马戏团；芭蕾舞团
1919,prestige,n.威信，声望，威望
1920,tremendous,adj.巨大的；惊人的；极好的
1921,prehistoric,adj.史前的；陈旧的
1922,shred,n.碎片，细条；些许，少量
1923,deflect,v.（使）转向，（使）偏斜
1924,rinse,v.（用清水）冲洗，洗涮；漂洗
1925,odd,"adj.剩余的; 额外的; 古怪的; 奇数的; …以上的, 挂零的; 单只的, 零散的; 临时的; 少量的; 偏僻的"
1926,cortex,n.皮层，皮质
1927,husk,n.（果类、谷物等的）外壳，外皮
1928,despise,vt.鄙视，看不起
1929,ductile,adj.有延性的，韧性的；易引导的，易受影响的
1930,chamber,n.议会，议院；房间，室
1931,provoke,vt.激怒，挑衅；鼓动，激励，刺激；引起；驱使
1932,successive,adj.连续的；接连的；相继的
1933,implication,n.暗示，含义；可能引发的后果；卷入，牵连
1934,plight,n.困境，苦境
1935,eloquent,adj.雄辩的；动人的
1936,lawn,n.草地，草坪；操场
1937,instruct,v.讲授，指导；指示，命令
1938,adjacent,adj.毗连的，邻近的
1939,prospect,"n.预期, 展望; 景象; (成功、得益等的)可能性, 机会; 前景, 前途"
1940,erupt,v.突然发生，爆发；（岩浆等）喷出
1941,twist,v.拧，缠绕，扭（曲）
1942,postulate,v.假定，假设
1943,chubby,adj.丰满的，圆胖的
1944,stash,vt.隐藏，藏匿
1945,strenuous,adj.费劲的，费力的，艰苦的；精力充沛的；奋力的
1946,unprecedented,adj.空前的
1947,interplay,n.相互作用，相互影响
1948,accede,vi.即位，就任；同意
1949,resign,v.辞职；放弃；顺从，听从
1950,encrust,v.（使）在表面形成硬壳，结壳；用…装饰外层
1951,fatigue,n.疲乏，疲劳，疲倦
1952,abolition,n.废除，废止；废奴运动
1953,specimen,n.样本，标本；具有…特性的人；…的典型
1954,exceed,v.超过，超出；超越
1955,municipal,adj.市政的；地方政府的；地方性的
1956,pamphlet,n.小册子；手册
1957,extravagant,adj.奢侈的；铺张浪费的；过于昂贵的；（言行等）放肆的，过分的
1958,homosexuality,n.同性恋；同性恋行为
1959,mediate,v.调解，调停，斡旋
1960,larynx,n.喉
1961,stigma,n.污点，耻辱；烙印；特征
1962,stalk,v.潜近（猎物或人）；（非法）跟踪；怒冲冲地走；趾高气扬地走
1963,diagonal,adj.斜线的，对角线的
1964,hydrothermal,adj.热液的
1965,opaque,adj.不透明的；浑浊的；难懂的，隐晦的
1966,volatile,adj.挥发性的，易挥发的；不稳定的；反复无常的
1967,realtor,n.房地产经纪人
1968,removal,n.除去；移动，搬迁
1969,recurring,adj.往复的，反复的，再次发生的
1970,epitomize,vt.成为…的缩影；摘要，概括，缩写
1971,domicile,n.住处，住所
1972,melody,n.旋律，曲子，曲调
1973,elite,adj.卓越的，精锐的
1974,haste,n.急忙，急速，匆忙
1975,centigrade,adj.百分度的；摄氏温度的
1976,intricate,adj.错综复杂的
1977,aristocratic,adj.贵族（统治）的，有贵族气派的
1978,deserted,adj.荒废的，空无一人的；被离弃的，被遗弃的
1979,marsh,n.沼泽，湿地
1980,bouquet,n.花束；香味，芬芳
1981,fungus,n.真菌；霉菌
1982,sleek,adj.（毛发等）光滑而有光泽的；线条流畅的；时髦的
1983,auditory,adj.耳的；听觉的
1984,sensory,adj.感觉的，感官的
1985,officious,adj.爱发号施令的，爱指手画脚的
1986,divert,v.使转向；使分心，转移（注意力）；供消遣
1987,fellowship,n.（学术或专业团体的）会员资格；伙伴关系，友谊，交情；团体，协会，联谊会；奖学金
1988,scuffle,n.扭打，混战
1989,trivial,adj.不重要的；琐碎的；微不足道的
1990,impending,adj.即将发生的，迫近的
1991,marine,adj.海的，海事的；船舶的；航海的
1992,bandanna,n.色彩鲜艳的围巾（或头巾）
1993,justify,v.证明…正确(或正当、有理); 为…辩解(或辩护); 有充分理由; 证明…无罪
1994,racket,n.（网球等的）球拍；喧嚷，吵闹；勒索，诈骗
1995,spill,v.（液体）泼出，溢出；（东西）洒落；蜂拥而出
1996,query,n.疑问，问题
1997,outrage,n.暴行；愤慨
1998,metric,"adj.米制的, 公制的, 按公制制作的, 用公制测量的"
1999,omit,v.省略；遗漏
2000,burgeon,vi.迅速成长，发展
2001,impenetrable,adj.不能穿透的；不可理解的，高深莫测的
2002,veto,v.行使否决权；拒绝认可；禁止；拒不接受
2003,suffragist,n.妇女政权论者
2004,pretentious,adj.自负的，自我炫耀的
2005,transcend,vt.超越
2006,ware,n.用某材料制造的物品；作…用的器皿；贩卖的物品
2007,vascular,adj.血管的，脉管的
2008,spectacle,n.精彩表演; 壮观景象; 出人意料的情况; (复数)眼镜
2009,denounce,v.谴责，指责，抨击；告发
2010,carnivore,n.食肉动物
2011,luxurious,adj.十分舒适的；奢侈的
2012,transit,"n.过境, 运输, 中转, 运送"
2013,entail,vt.牵涉；使（某事物）必要，需要
2014,sac,n.囊，液囊
2015,sustain,v.维持；承受，经受；支持
2016,predecessor,n.前辈；前任；原先的事物
2017,scorn,n.轻蔑，鄙视
2018,levy,vt.征收（税等）
2019,contributor,n.投稿者；贡献者，捐助者；促成物
2020,membrane,n.薄膜；细胞膜
2021,soloist,n.独奏者，独唱者，单独表演者
2022,saturation,n.饱和；饱和状态；饱和度
2023,wrinkle,n.脸上的皱纹；皱褶，皱痕
2024,matrimony,n.婚姻，婚配
2025,listless,adj.倦怠的，没精打采的
2026,neglect,v.疏忽，忽视，疏于照看
2027,naval,adj.海军的
2028,subtle,adj.不易察觉的；微妙的；机智的；狡猾的；巧妙的
2029,democrat,n.民主主义者； 民主党人
2030,invasion,n.入侵，侵略，侵扰
2031,diversify,"v.(使)不同, (使)多样化; 增加…的品种; 从事多种经营"
2032,digest,v.消化 ；理解，领悟
2033,propensity,n.倾向，癖好
2034,tavern,n.小旅馆，客栈；小酒店
2035,mischievous,adj.恶作剧的，顽皮的，淘气的；恶意的
2036,mime,v.模拟，模仿
2037,obscene,adj.淫秽的，下流的；骇人听闻的；可憎的，可恶的
2038,continuation,n.延长，延续，持续；延长物，扩建物；延续部分
2039,malleable,adj.有延展性的，易成型的；易受影响的，可塑的
2040,resort,v.诉诸; 求助; 凭借; 前往; 常去
2041,modulate,v.调整，调节（声音），变调
2042,communal,adj.公共的，共享的；社区的
2043,subsequent,adj.随后的，后来的
2044,minor,adj.较小的；不严重的；次要的；未成年的；副修的；少数的
2045,uphold,v.支持，维护，维持
2046,encompass,vt.包含；环绕
2047,reactor,n.反应堆; 阳性反应者; 电抗器; 反应器; 起反应的人(或物)
2048,ally,n.联盟；同盟国
2049,insolvent,adj.财力不足的，破产的
2050,elicit,vt.得出，引出；诱出
2051,tarnish,v.（使）失去光泽；玷污，败坏（名声等）
2052,kinship,n.血缘关系，亲属关系
2053,specific,"adj.明确的, 确切的; 具体的; 特定的, 特有的"
2054,subdivide,v.（被）再分割，再分
2055,reef,n.礁，暗礁
2056,ornithology,n.鸟类学
2057,melanin,n.黑色素
2058,peninsula,n.半岛
2059,relic,n.遗物，遗迹，遗风
2060,savage,adj.凶残的；野蛮的，未开化的
2061,brace,"v.绷紧; 顶住; 使防备; 加固; 振作精神, 做好准备"
2062,bud,n.芽；蓓蕾
2063,plaque,n.匾额；牙斑
2064,propagate,v.传播；宣传；（使）繁殖，繁衍
2065,languish,vi.憔悴；凋谢，枯萎；受煎熬
2066,gush,v.滔滔不绝地说（话）；喷涌
2067,amend,vt.修正，修订（法律文件等）
2068,insufficient,adj.不足的，不够的
2069,mandate,n.授权；委托书，授权令；任期
2070,exhort,vt.劝告，规劝，告诫
2071,gasoline,n.汽油
2072,dilute,"adj.稀释的, 淡的, 稀薄的; 褪了的; 减弱了的; 淡化了的"
2073,sterile,adj.不育的；贫瘠的；无菌的；无结果的，没有实际价值的；刻板的
2074,summon,v.传唤；召集，召开；吁求，请求；鼓起，振作
2075,slacken,v.（使）松弛，（使）放松；（使）减缓，放慢
2076,faucet,n.龙头，旋塞
2077,balm,n.香脂油，药膏；镇痛剂，安慰剂
2078,completion,n.完成，结束
2079,forsake,v.抛弃，遗弃，离开
2080,commentary,n.评论，注释；（尤指电视台或电台所作的）实况报道，现场解说
2081,rendition,n.表演，演唱；翻译
2082,leap,v.跳跃，跃过，猛冲，急速行动，骤变，激增
2083,petroleum,n.石油
2084,yoke,n.奴役；束缚；枷锁；轭
2085,subliminal,adj.下意识的，潜意识的
2086,snide,adj.伪造的；不诚实的；讽刺的，挖苦的，含沙射影的
2087,persistent,adj.坚持的，百折不挠的；持续的
2088,batter,v.连续猛击
2089,permanent,adj.永久的，持久的；固定不变的
2090,cumbersome,adj.笨重的；麻烦的；累赘的，冗长的
2091,longitude,n.经度，经线
2092,abhor,vt.憎恨，厌恶
2093,schematic,adj.图解的；纲要的；严谨的
2094,sober,adj.清醒的，未醉的；持重的，冷静的；（颜色）素净的
2095,gist,n.主旨，要点，大意
2096,loath,adj.不情愿的，勉强的
2097,barter,n.实物交易，以物易物
2098,defiant,adj.反叛的，挑衅的，公然违抗的
2099,edifice,n.大厦，宏伟的建筑物
2100,tangle,n.缠结的一团；乱糟糟的一堆；混乱，纷乱；纠纷，争执
2101,tow,v.拖，拉，拽
2102,forestall,vt.预防，预先阻止；先发制人
2103,elliptical,adj.椭圆的；省略的；隐晦的
2104,elm,n.榆树
2105,preside,v.担任主席；主持（会议、仪式）
2106,trifle,"n.小事, 琐事; 小物件, 小玩意儿; 不值钱的东西; 稍微; 少量, 一点儿"
2107,audible,adj.听得见的
2108,surcharge,n.额外费用，增收费，附加费
2109,disquiet,v.（使）不安，（使）忧虑
2110,aloft,adv.在高处；在空中
2111,handy,adj.易使用的；容易做的；便利的；手巧的
2112,benevolent,adj.慈善的；善心的
2113,needy,adj.贫穷的，贫困的
2114,metaphor,n.隐喻，暗喻
2115,antonym,n.反义词
2116,quaint,adj.古雅的，古色古香的；离奇有趣的
2117,withdraw,v.撤回，取回，撤退
2118,flagellum,n.鞭毛
2119,primordial,adj.原始的，最初的；基本的
2120,knack,n.诀窍；技能，本领；习惯，癖好
2121,spur,"n.刺激, 激励, 鞭策; 踢马刺, 靴刺; 骨刺; 山嘴, 尖坡"
2122,corporeal,adj.肉体的，身体的；物质的；实体的
2123,jumble,vt.混杂，掺杂
2124,sleigh,n.（尤指马或狗拉的）雪橇
2125,causal,adj.原因的，因果关系的
2126,underneath,prep.在…下面
2127,depose,vt.革除，罢免，废黜
2128,doctrine,n.教义，主义，学说，信条
2129,mammoth,adj.巨大的
2130,inertia,n.惯性；惰性；缺乏活力；保守
2131,prescription,n.药方；开处方；诀窍，秘诀
2132,acquit,vt.宣告无罪；表现
2133,sporadic,adj.偶尔发生的；阵发性的；断断续续的
2134,salmon,n.鲑；大马哈鱼
2135,meticulous,adj.细心的，小心翼翼的
2136,lax,adj.懒散的；不严格的，马虎的
2137,discount,vt.打折；不全信，漠视，低估
2138,concave,adj.凹的
2139,sturdy,adj.结实的，坚固的；强壮的；健壮的；坚决的，顽强的
2140,remainder,n.其他人员；剩余物；剩余时间；差数；余数
2141,orchid,n.兰，兰花
2142,scope,"n.(活动、影响等的)范围; 眼界; 理解范围; 余地, 机会; 观察仪器(显微镜、望远镜等)"
2143,squabble,vi.发生口角，争吵
2144,crumple,v.（使）变皱，起皱；破裂；崩溃，垮台
2145,stun,vt.使昏迷；使震惊；使…目瞪口呆，给以深刻印象
2146,commodity,n.商品；有用的东西；有使用价值的事物
2147,drowsy,adj.昏昏欲睡的；催眠的
2148,wholesome,adj.有益健康的；有道德的；有良好道德影响的
2149,cascade,vi.倾泻，流注
2150,smirk,vi.假笑，得意地笑
2151,alga,n.藻类，海藻
2152,augment,vt.增加，提高
2153,dubious,adj.怀疑的，拿不准的；可疑的，靠不住的
2154,waggle,v.摆动
2155,hibernation,n.冬眠（状态）；休眠，蛰伏
2156,scruple,n.踌躇，顾忌，顾虑
2157,pluralism,n.多元化，多元性；多元主义
2158,refine,v.精炼，提炼；改善
2159,quell,vt.制止，镇压；缓解，减轻
2160,cowhand,n.牛仔，牧牛工
2161,swell,v.（身体部位）肿胀，膨胀；涌起，充满（某种情感）
2162,scout,n.童子军；侦察员；侦察机
2163,lethargy,n.死气沉沉；无精打采，倦怠
2164,daisy,n.雏菊；一流的人物
2165,mundane,adj.世俗的；平凡的
2166,pretext,n.借口，托词
2167,sow,v.播种，种；灌输；煽动
2168,esteem,n.尊重，敬重
2169,squash,"v.压扁, 挤扁; 挤压; 硬放, 硬塞; 粉碎, 镇压; 打消, 去除"
2170,amino,adj.氨基的
2171,backhand,n.反手击球
2172,hinterland,n.内地，腹地；内地贸易区
2173,reapply,v.再申请；再利用
2174,predominate,vi.统治，支配，占优势
2175,scent,n.香味，香气；气味；踪迹，线索；香水
2176,coupon,n.礼券，优惠券；配给券，票证
2177,plumage,n.（鸟类的）全身羽毛
2178,implement,n.工具，器具； 户外用具
2179,anonymous,adj.匿名的，不具名的；无特色的，无个性特征的
2180,legitimate,adj.合法的，法定的；正当合理的，合情合理的
2181,tropic,n.回归线；热带地区
2182,barber,n.理发师
2183,enforce,v.实施，执行；强迫，迫使
2184,notate,vt.以符号表示，把…写成记号（或标志）
2185,tactile,adj.触觉的；有触觉的；可感触的
2186,extremity,n.末端；极端，极度
2187,wispy,adj.成束的；纤细的
2188,stature,n.身材，身高；地位，声望，名望
2189,prodigious,adj.巨大的
2190,folklore,n.民间传说；民俗学
2191,conducive,adj.有助于…的，有益于…的
2192,tycoon,n.（商界）巨头，大亨
2193,thermal,adj.热的；热量的；保暖的；温暖的
2194,copilot,n.（飞机的）副驾驶员
2195,wield,vt.行使，运用，支配；挥舞，使用（武器等）
2196,induct,vt.使正式就任；使了解，传授；使入伍
2197,bolster,"vt.支撑, 加固; 支持; 提高"
2198,shift,v.转移；更替；转嫁；换挡，变速
2199,convex,adj.凸出的
2200,cape,n.海角，岬；斗篷，披肩
2201,momentary,adj.短促的；短暂的；片刻的
2202,apparatus,n.装置，器具，机构，组织
2203,pebble,n.小圆石，鹅卵石
2204,plunge,v.纵身投入，一头进入；骤降，猛跌
2205,contagious,adj.传染性的；有感染力的
2206,withstand,vt.经受住，耐；抵挡
2207,spoil,v.宠坏，溺爱；破坏；（使）腐坏
2208,metropolis,n.首府；大都市
2209,hieratic,adj.僧侣的；手写草书体的
2210,denote,v.象征，预示；表示，意指
2211,glimmer,n.闪烁的微光；隐约的迹象；一丝，一线
2212,retrospective,adj.回顾的，追想的；有追溯效力的
2213,terrific,adj.极好的；非常的，极度的；可怕的
2214,ideomotor,adj.观念运动的
2215,girder,n.主梁，大梁
2216,pinnacle,n.山顶，顶峰；鼎盛时期；小尖塔
2217,fable,n.寓言；谎言
2218,principal,n.校长; 院长; 负责人; 主要演员; 本金; 委托人; 主犯
2219,hind,adj.后面的，在后的
2220,bold,adj.大胆的；冒失的；粗（字）体的；醒目的
2221,homestead,n.家宅，农庄；宅地
2222,gear,n.排挡；齿轮；传动装置;（某种活动的）设备，用具；衣服
2223,feeble,adj.虚弱的，衰弱的，无力的
2224,reliever,n.救济者；缓解物
2225,excess,n.过度，过量
2226,revival,n.复兴，再流行；复苏；苏醒，复活；（戏剧等的）重演
2227,sanctuary,n.禁猎区，动物保护区；庇护所，避难所；圣所，圣殿
2228,molecular,adj.分子的；摩尔的；由分子组成的
2229,congenial,adj.情投意合的；相宜的，适宜的；适当的，合适的
2230,retreat,v.撤退，后退，退缩；让步
2231,penicillin,n.青霉素，盘尼西林
2232,pollen,n.花粉
2233,paradox,"n.悖论, 矛盾的人(或事物、情况)"
2234,ornate,adj.华丽的，豪华的
2235,scruffy,adj.不整洁的，邋遢的
2236,rigor,"n.〈美〉同“rigour”，严格, 严厉; 艰辛, 严酷; 严密，严谨"
2237,indolent,adj.懒惰的，懒散的；不活跃的
2238,sentimental,adj.情感的；伤感的，多愁善感的
2239,wasp,n.黄蜂；胡蜂
2240,famish,v.（使）饥饿
2241,executive,adj.执行的；管理的
2242,weathering,n.（岩石的）侵蚀，风化
2243,spawn,v.产卵；产生，促成
2244,revitalize,vt.使恢复生机，使再生；使更强壮
2245,mansion,n.大厦，豪宅，楼宇
2246,monetary,adj.金钱的，货币的
2247,prioritize,v.划分优先顺序；优先处理
2248,nosy,adj.爱管闲事的，好打听的
2249,patriarchic,adj.家长的，族长的；德高望重的
2250,counterfeit,adj.伪造的，假冒的
2251,contemplate,v.思考；考虑；对…周密考虑；盘算，预期；注视，凝视
2252,clamor,n.吵闹，喧哗
2253,suppress,v.抑制，阻止；镇压，平定；查禁；封锁；忍住
2254,converge,vi.汇聚，聚集，聚合；相交，会合；趋于一致
2255,noxious,adj.有害的；有毒的
2256,skim,v.撇去；掠过，擦过；浏览，略读
2257,thaw,n.解冻时期；缓和
2258,caterpillar,n.毛毛虫
2259,commemorate,vt.庆祝，纪念
2260,literacy,n.有文化，有教养；读写能力
2261,lament,n.挽歌，悼词
2262,pharaoh,n.法老
2263,endure,v.忍耐，忍受，容忍；持久，持续
2264,juridical,adj.法律的，司法的
2265,antecede,vt.在…之前；（地位上）高于
2266,intrinsic,adj.固有的，本质的，内在的
2267,barb,n.鱼钩，倒钩；挖苦的话
2268,sapphire,n.蓝宝石，青石；蔚蓝色
2269,attorney,n.律师；（业务或法律事务上的）代理人
2270,imply,v.暗示，意味；说明，表明；使有必要
2271,perpetual,adj.永恒的，永久的；终身的；持续的，不间断的；一再往复的
2272,rip,v.撕破；猛地扯开；突然拉开
2273,inaccessible,adj.难接近的；难达成的；不可得的
2274,accordion,n.手风琴
2275,pertinent,adj.相关的，切题的；中肯的；恰当的
2276,plausible,adj.似有道理的，似乎正确的；花言巧语的，能言善辩的
2277,huddle,v.聚集在一起，挤作一团；蜷缩，缩成一团，蜷缩
2278,roam,v.徜徉，漫步；（缓慢地）打量
2279,swoon,vi.昏厥，昏倒；痴迷
2280,refund,vt.退还（钱款），偿付
2281,prosecute,v.起诉，控告，检举；担任控方律师；继续从事
2282,pique,vt.激怒；激起，引起
2283,charismatic,adj.蒙受神恩的；有超凡魅力的
2284,disciple,n.门徒，弟子，追随者
2285,conceive,v.构思，设想；怀孕
2286,concur,v.同时发生；意见一致
2287,scheme,n.计划，方案；诡计，阴谋
2288,olfactory,adj.嗅觉的
2289,luxury,n.奢侈，豪华，奢侈品
2290,orthodox,adj.传统的；正统的
2291,stain,v.在…上留下污迹；玷污；染污；着色
2292,perquisite,n.津贴，利益；特权
2293,extrapolate,v.外推；推断，推知
2294,tectonics,n.构造地质学
2295,suspension,n.暂停；暂缓，推迟，延期；悬架；悬浮液
2296,teem,vi.充满，到处都是
2297,vertebrate,n.脊椎动物
2298,chronical,adj.慢性的，延续很长的
2299,aloof,adj.远离的；冷淡的，冷漠的
2300,curative,adj.有助于治疗的，有疗效的
2301,inert,adj.无活动的，惰性的；不活泼的，迟钝的
2302,aquifer,n.含水土层
2303,palate,n.上腭；味觉，品尝力
2304,agonize,vi.苦苦思索；焦虑不已
2305,observatory,n.天文台，天文观测站
2306,prevail,"vi.流行, 盛行; 获胜; 占优势, 占上风; 成功; 奏效"
2307,clam,n.蛤，蛤肉；[口]守口如瓶的人，寡言的人
2308,raven,adj.乌黑光亮的
2309,gland,n.腺
2310,roost,vi.栖息
2311,discredit,vt.使丧失声誉；使怀疑
2312,stumble,vi.绊脚；蹒跚而行；（说话等时）结巴
2313,incapacitate,vt.使无资格；使失去能力；使不胜任
2314,expeditious,adj.迅速而有效的，迅速完成的
2315,gravitational,adj.重力的，万有引力的
2316,subjugate,vt.征服，制伏，使服从
2317,mast,n.船桅；旗杆；天线杆
2318,viral,adj.病毒（性）的，病毒引起的
2319,spontaneity,n.自发性；自发行为
2320,antecedent,n.祖先，先辈
2321,exemplary,adj.模范的；典型的
2322,luminous,adj.夜光的；发光的；发亮的；鲜亮的，鲜艳的
2323,adobe,n.泥砖，土坯
2324,charisma,n.超凡魅力；感召力；号召力
2325,condense,v.（使）压缩；（使）凝结
2326,fare,"n.费用, 车费, 船费, 飞机票价; 出租车乘客; 饭菜, 伙食"
2327,linguist,n.语言学家；通晓数国语言的人
2328,siege,n.围攻，围困；包围，封锁
2329,angiosperm,n.被子植物
2330,platitude,n.陈词滥调，老生常谈
2331,exhale,v.呼出（气）；散发
2332,speckle,v.弄上斑点；点缀
2333,plow,n.犁
2334,glean,vt.点滴搜集，四处收集
2335,pictorial,adj.图示的，有图片的；绘画的，图画的
2336,frivolity,n.轻浮；愚蠢的行为
2337,herald,v.是（某事）的前兆，预示；宣布（好或重要的事）
2338,lunar,adj.月球的；月亮的
2339,imprint,n.印记，印痕；持久的影响
2340,mottled,adj.有杂色的，斑驳的
2341,hearsay,n.谣言，传闻，道听途说
2342,seismology,n.地震学
2343,chronicle,vt.把…载入编年史
2344,blush,n.（因羞愧而）脸红
2345,shrivel,v.（使）枯萎
2346,certitude,n.确定，确信；必然性
2347,pupil,"n.学生, (尤指)小学生, 弟子, 瞳孔"
2348,slumber,n.睡眠；睡觉
2349,absenteeism,n.旷课；旷工
2350,overnight,adv.整夜；一夜之间
2351,locality,n.地区，位置，地点，发生地
2352,scrupulous,adj.多顾虑的，谨慎的；一丝不苟的，严谨的；审慎正直的，恪守道德规范的
2353,procedure,n.程序，步骤，手续
2354,barrel,n.桶; 一桶(的量); 枪管; 笔杆
2355,leach,v.过滤；溶解
2356,recipient,n.接受者，收受者
2357,courier,n.送急件的人，信使；旅游服务员
2358,swampy,adj.沼泽（多）的，湿地的；松软的
2359,assimilation,n.同化；吸收
