,word,chinese
2360,chromosome,n.染色体
2361,artifice,n.诡计，奸计；策略
2362,preeminent,adj.卓越的，杰出的
2363,preach,v.传道，布道；宣讲；告诫，说教；竭力劝说
2364,mythology,n.神话；神话学；虚幻的想法
2365,wane,vi.衰退，减弱；减少；（指月亮）亏，缺
2366,clench,v.握紧，抓牢；咬紧（牙关等）
2367,mingle,v.（使）与…结合；使混合；使联结；相交往
2368,redundant,adj.多余的；累赘的
2369,apprenticeship,n.学徒的身份；学徒的年限
2370,incur,vt.招致，招惹，遭受
2371,restore,v.（使）恢复；修复，翻新；归还
2372,conscientious,adj.凭良心的；认真谨慎的，一丝不苟的
2373,gregarious,adj.群居的；合群的，爱社交的
2374,locomotion,n.移动；运动
2375,adjoin,v.紧挨，毗连
2376,furry,adj.毛皮似的；盖着毛皮的；生苔的
2377,ceramic,n.陶瓷器，陶瓷制品
2378,fiery,adj.似火的；易怒的，暴躁的
2379,exalt,vt.高度赞扬，褒扬；提升，提拔
2380,cluster,v.群聚；聚集
2381,incidental,adj.偶然的；附带发生的，伴随而来的
2382,commonplace,adj.平凡的；普通的；普遍的
2383,illegible,adj.难以辨认的，（字迹）模糊的
2384,anecdote,n.秘闻；轶事，趣闻
2385,unequal,adj.（在规模、数量等方面）不同的，不相等的；（力量、能力等）不平等的，不相称的；不胜任的
2386,spin,v.（使）快速旋转；纺纱；吐丝；（用洗衣机）甩干衣服
2387,microbe,n.微生物，细菌
2388,extrinsic,adj.外来的，外在的，非本质的
2389,rival,"n.竞争对手, 敌手; 可与之相比的人(或物)"
2390,mainstream,n.主流，主要倾向；主流思想
2391,syntactic,adj.句法的；按照句法的
2392,conceivable,adj.可能的；可信的，可想象的
2393,ambiguous,adj.模棱两可的，含糊不清的
2394,allegiance,n.忠诚，效忠，拥戴
2395,novice,n.生手，新手；新信徒
2396,perceptive,adj.感知的，知觉的；有洞察力的，理解力强的
2397,ethic,n.（复数）道德规范，道德准则；伦理学
2398,trumpet,v.鼓吹，宣扬
2399,ore,n.矿；矿物，矿石
2400,ambience,n.周围环境，气氛
2401,cosmic,adj.宇宙的；巨大且重要的
2402,chaotic,adj.混乱的，无秩序的
2403,anomie,n.社会道德沦丧，失范；混乱
2404,gait,n.步法，步态
2405,cider,n.苹果酒；苹果汁
2406,excavate,vt.挖掘；掘出
2407,renown,n.名望，声誉
2408,prairie,n.（北美的）大草原
2409,invertebrate,n.无脊椎动物
2410,hockey,n.曲棍球
2411,pronounced,adj.显著的；明确的
2412,paucity,n.极小量，少量
2413,pinch,"v.捏, 掐, 拧, 捏住; 使紧缺, 节制"
2414,rodent,n.啮齿目动物（如松鼠或海狸等）
2415,retrieval,n.数据检索；取回，索回
2416,monarch,n.君主；帝王
2417,appliance,"n.(用于特定目的的)器具(尤指家用器具); 器械, 装置; 应用"
2418,portion,n.部分；份
2419,convene,v.召集，召开（正式会议）；聚集，集合
2420,demolish,vt.拆除；破坏；驳倒，推翻（论点等）
2421,discrete,"adj.分离的, 互不相连的; 离散的"
2422,lizard,n.蜥蜴
2423,tendon,n.腱
2424,beaver,vi.忙于 ；勤奋工作
2425,corrosion,n.腐蚀，锈蚀
2426,coarse,adj.粗糙的；粗俗的
2427,sprawl,vi.伸开四肢坐（或躺）；扩展，蔓延
2428,hummingbird,n.蜂鸟
2429,rigid,adj.严格的；刚硬的，不易弯曲的；死板的，刻板的；僵硬的
2430,crippling,adj.令人震惊的；严重损害身体的；极其有害的
2431,earnest,adj.认真的；真诚的
2432,extinguish,v.熄灭；扑灭；消灭；毁灭
2433,constituent,"n.组成部分, 成分; 选区居民; 选民; 委托人"
2434,mercantile,adj.贸易的，商业的；重商主义的
2435,saunter,vi.闲逛，漫步
2436,resin,n.树脂
2437,citadel,n.堡垒，要塞
2438,germ,n.微生物，细菌，萌芽
2439,harsh,adj.严厉的；恶劣的；粗糙的；刺耳的
2440,eligible,"adj.有资格的; 合格的, 符合条件的; (尤指作为结婚对象)合适的, 合意的"
2441,focalize,v.调节焦距；使聚焦；使集中
2442,depredation,n.劫掠，掠夺，破坏
2443,yeast,n.酵母，发酵粉
2444,stick,"vt.刺, 戳; 插入, 刺入; 粘贴; 钉住; 放置; 伸出; <口>忍受; 使停留, 阻塞; <口>使困惑"
2445,auxiliary,adj.辅助的，补助的，补充的；备用的，后备的
2446,discard,vt.丢弃
2447,lasting,adj.持久的，永久的
2448,chaste,adj.贞洁的；简朴的，朴实的
2449,verdict,n.裁定；判断；意见
2450,bonanza,n.财运，获利之道；带来好运的事；兴盛，繁荣
2451,caption,n.(插图、海报等上面的)标题; (图片、漫画等的)说明文字; 字幕; 法律文件开端部分
2452,withhold,"v.拒给, 不给; 使停止, 阻挡; 隐瞒; 克制; 抑制"
2453,recharge,v.充电；休整；再装弹药
2454,ripple,n.波纹；涟漪；如波纹的东西
2455,rage,n.盛怒；风靡一时
2456,speculate,v.推测，猜测；投机
2457,belie,vt.给人以错觉；掩饰；证明…不正确
2458,plasma,n.血浆；等离子体
2459,suite,n.套，组；套房
2460,gnaw,v.咬；啃；啮
2461,implicit,adj.含蓄的；绝对的；内含的
2462,solder,vt.焊接
2463,refute,vt.反驳，驳斥
2464,rebel,n.叛徒，起义者
2465,newsletter,n.时事通讯
2466,embellish,vt.装饰；对…添枝加叶，渲染
2467,ordeal,n.折磨；严峻考验
2468,perception,n.知觉，感知；观念，看法；洞察力，认识能力
2469,peripheral,adj.次要的，附带的；外围的，周边的，边缘的
2470,refrain,v.克制；节制；避免
2471,stripe,n.条纹，斑纹
2472,analogy,n.类比；比拟；比喻
2473,probe,v.盘问，追问；探查，探测
2474,appraise,vt.估价；估量；评价，评定
2475,porcelain,n.瓷器; 瓷
2476,myopic,adj.近视的；缺乏远见的
2477,bolt,v.逃跑；闩上
2478,divine,adj.敬神的；神圣的
2479,bizarre,adj.奇形怪状的，古怪可笑的，怪诞的
2480,ordinate,n.纵坐标
2481,percolate,v.过滤；渗入，渗透；逐渐流传，传开
2482,lithosphere,n.岩石圈
2483,reasonable,adj.合理的；通情达理的；明智的，理智的
2484,affluent,adj.丰富的；富裕的
2485,arrogant,adj.傲慢的，自大的
2486,bacon,n.咸肉，熏肉
2487,pliant,adj.柔软的；温顺的；易受影响的
2488,freight,v.货运；寄送；使充满（某种心情或口气）
2489,monument,n.纪念碑；历史遗迹
2490,burrow,v.挖掘，挖地洞；寻找，探索
2491,subordinate,adj.隶属的；下级的；次要的
2492,incessant,adj.不断的，不停的
2493,seasoning,n.调味品，调料
2494,fictitious,adj.虚构的；假的；假装的，虚伪的
2495,reciprocal,adj.互惠的；相应的
2496,numeric,adj.数字的
2497,amphibious,adj.两栖的；水陆两用的
2498,precipitate,v.（突如其来地）使发生；促成，引发；加速（坏事的发生）
2499,differential,adj.差别的，有区别的；微分的
2500,overdue,adj.过期未付的，逾期的；过度的，过火的；迟到的，延误的
2501,thorn,n.刺，荆棘；带刺小灌木
2502,sting,v.刺；蜇；叮；（使）感觉刺痛
2503,premise,n.（企业、机构等使用的）房屋和地基，经营场址；前提，假设
2504,nostalgia,n.思乡病，乡愁；怀旧之情，恋旧
2505,pigeon,n.鸽子
2506,likewise,adv.同样地，类似地
2507,rape,v.强奸
2508,quench,v.解渴，止渴；扑灭，熄灭
2509,picky,adj.挑剔的，难以取悦的
2510,trivialize,vt.使显得琐碎；轻视
2511,viscous,adj.黏稠的；黏滞的
2512,flux,n.不断的变动，不停的变化；通量，流动
2513,monumental,adj.纪念碑的；不朽的
2514,entrench,vt.使（观念等）根深蒂固，牢固确立
2515,outlying,adj.边远的，偏僻的；无关的，题外的
2516,ripen,v.（使）成熟
2517,cling,"vi.紧握, 紧抱; 粘住, 附着; 挨近; 依恋, 依附; 固守, 坚持"
2518,lettuce,n.生菜；莴苣
2519,weave,v.编织，组合，编排
2520,barren,adj.贫瘠的；不育的；无效果的
2521,mesmerize,vt.施催眠术；使入迷，迷住
2522,impede,vt.妨碍，阻碍，阻止
2523,hardy,adj.能吃苦耐劳的；适应力强的；耐寒的
2524,prejudice,n.偏见；成见
2525,abysmal,adj.深不可测的；极坏的，糟透的
2526,monotonous,adj.单调乏味的
2527,illusory,adj.虚幻的，幻觉的
2528,oceanographer,n.海洋学者
2529,infirm,adj.虚弱的；不坚定的
2530,ingenious,adj.精制的，心灵手巧的；机灵的；有独创性的
2531,tempo,n.（乐曲的）速度，节奏；行进速度
2532,pine,n.松树
2533,wan,adj.苍白的，无血色的；憔悴的
2534,imbibe,v.喝；吸收，接受（信息等）
2535,altruistic,adj.利他的，无私心的，为他人着想的
2536,eccentric,n.古怪的人
2537,bewilder,vt.（使）迷惑，（使）糊涂
2538,anomaly,n.反常，异常；异常的人（或物）
2539,superimpose,vt.使重叠，使叠加；添加
2540,angular,adj.有角的，尖角的；（指人）消瘦的，瘦骨嶙峋的
2541,disintegrate,v.（使）瓦解；（使）碎裂
2542,atrophy,"v.(使)萎缩, (使)虚脱"
2543,sneaky,adj.偷偷摸摸的，鬼鬼祟祟的
2544,improvise,v.即兴创作；临时准备
2545,homogeneous,adj.同种类的；同质的；均质的
2546,notable,adj.值得注意的；显著的；重要的；著名的
2547,exert,"v.用(力), 尽(力); 运用, 行使; 发挥; 施加"
2548,interrelate,v.（使）相互关联，紧密联系
2549,infest,vt.大批滋生，大批出没于
2550,remodel,vt.重新塑造，改造；改编（军队、剧本）；改变（行为等）
2551,deductive,adj.演绎的，推论的
2552,stingy,adj.吝啬的，小气的
2553,aurora,n.极光
2554,caribou,n.北美驯鹿
2555,hustle,n.忙碌
2556,unparalleled,adj.空前的，无比的
2557,steer,"v.引导, 控制, 操纵, 驾驶（船、汽车等）"
2558,differentiate,v.（使）不同，区别
2559,concede,v.承认；让步；允许
2560,understate,vt.轻描淡写，避重就轻地说
2561,cascara,n.【植】药鼠李；缓泻剂
2562,untapped,adj.未开发的，未使用的
2563,finch,n.雀类
2564,liquefy,v.（使）溶解，（使）液化
2565,reckless,adj.鲁莽的；不计后果的；无所顾忌的
2566,exhilarating,adj.令人高兴的，使人兴奋的
2567,consistent,"adj.坚持的, 固守的; 一贯的; 一致的; 符合的; 和谐的"
2568,ideology,n.思想体系；意识形态
2569,physician,n.内科医生
2570,barn,n.谷仓；牲口棚
2571,buckle,n.皮带扣环
2572,sake,"n.目的; 理由; 缘故; 利益, 好处; 清酒(一种日本米酒)"
2573,crack,v.（使）破裂，断裂；重击，猛击
2574,equitable,adj.公平的，公正的
2575,pulp,vt.使成浆状
2576,stiff,adj.不易弯曲的；硬的；挺直的；僵硬的
2577,foment,vt.煽动，挑起，激起
2578,dividend,n.红利，股息；回报，效益；被除数
2579,perspicuous,adj.（文章等）明白易懂的；明了的
2580,subconscious,n.下意识，潜意识
2581,envision,v.想象; 设想; 展望
2582,granular,adj.粒状的；含颗粒的
2583,rite,n.（宗教的）仪式，典礼
2584,incline,v.（使）倾向
2585,lateral,"adj.侧面的; 横向的; 平级的, 同级的"
2586,cohabitation,n.同居（现象或生活），同住
2587,vein,n.静脉；纹理，条纹；矿脉；矿层；风格，方式
2588,attentive,adj.注意的，专心的；关心的
2589,idealize,vt.将…理想化
2590,tickle,v.挠痒痒，感到发痒
2591,abate,v.（使）减少，减轻
2592,consort,v.(尤指别人反对的)结交; 厮混; 使联合; 使结合; 符合
2593,ration,n.配给量，定量；给养，口粮
2594,fuse,v.结合，融合；（使）熔化；因保险丝烧断而断电；合并
2595,unadorned,adj.未装饰的，朴实的
2596,braid,n.穗带，饰带；发辫
2597,firm,n.公司
2598,steep,adj.险峻的，陡峭的；急剧的，大幅度的；昂贵的
2599,familiarize,vt.使熟悉
2600,overhaul,vt.仔细检查；彻底检修
2601,pollutant,n.污染物质
2602,versatile,adj.多才多艺的，多方面的，多用途的
2603,crystallize,v.（使）结晶；（使）明确
2604,facilitate,v.促进；助长；使便利，使容易；帮助
2605,generic,adj.种类的，属的；一般的，普通的
2606,insanity,n.精神错乱，疯狂
2607,spun,v.（spin的过去分词）转动，旋转；粉饰；纺（线），纺（纱）
2608,crude,adj.粗糙的，简陋的；未加工的；粗鲁的
2609,hereditary,adj.遗传（性）的；可继承的，世袭的
2610,dump,vt.丢弃，倾倒；抛弃；推卸；倾销
2611,foul,adj.肮脏恶臭的；很令人不快的；很坏的
2612,larva,n.幼虫，幼体
2613,dehydrate,v.（使）脱水
2614,laudable,adj.值得赞美的，值得称赞的
2615,foremost,adj.最先的；最著名的，最重要的
2616,compass,n.罗盘，罗盘仪；圆规；范围
2617,catalyst,n.催化剂；刺激因素，促使因素
2618,syllable,n.音节
2619,scrape,v.刮掉，擦掉；（使）发出刺耳的刮擦声；勉强获得
2620,soybean,n.大豆
2621,spontaneous,adj.自发的，自然产生的
2622,impel,vt.驱使，促使
2623,dissent,vi.不同意，持异议
2624,fraudulent,adj.欺诈的，欺骗性的
2625,reproach,n.指责，斥责，批评
2626,arid,adj.干旱的；贫瘠的；无趣的
2627,apportionment,n.分派，分摊，分配
2628,radical,adj.根本的，彻底的；全新的；激进的，极端的
2629,arouse,vt.唤醒，唤起；激起，引起
2630,swift,adj.敏捷的，速度快的
2631,replicate,v.复制；再制，再生
2632,glorious,adj.壮丽的，辉煌的；光荣的；令人愉快的，极好的
2633,comply,v.遵从；服从；顺从
2634,proportion,"n.比例, 比; 部分; 份儿; 面积; 体积; 程度; 均衡, 相称"
2635,vain,adj.徒然的，无效的；自负的，虚荣的
2636,plaudit,n.［常复数］鼓掌，喝彩；赞誉，称赞
2637,unravel,v.澄清；解体，瓦解；解开
2638,eminent,adj.显著的，杰出的
2639,consecutive,adj.连续不断的，连贯的
2640,gilding,n.镀金；贴金层，镀金层；金色涂层
2641,unanimous,adj.一致的，一致同意的；意见一致的
2642,provision,n.提供，供应（品）；条文，条款；规定；给养，口粮；准备，预备
2643,elusive,adj.难以理解的，难懂的；难捕捉的；逃避的
2644,hammer,v.锤打
2645,grading,n.评分；等级
2646,brittle,adj.易碎的；脆弱的；（声音）尖利的
2647,courteous,adj.有礼貌的，客气的
2648,overt,adj.公开的，非秘密的
2649,infrared,adj.红外线的；产生红外线的
2650,cosmos,n.宇宙
2651,ambient,adj.周围环境的；产生轻松氛围的
2652,elective,adj.选举的；可选择的；选修的
2653,impair,vt.削弱；损害
2654,complement,v.补充，补足，使完美；使更具吸引力
2655,exclaim,v.惊叫，呼喊
2656,flap,n.摆动；振（翅）；忧虑；激动；封盖，袋盖
2657,surpass,v.超过；胜过；优于
2658,sled,n.雪橇；摘棉机
2659,excise,"n.国内货物税, 消费税"
2660,crustacean,n.甲壳类动物
2661,utter,adj.完全的；彻底的；十足的
2662,painstaking,"adj.辛苦的, 下苦功的; 仔细的; 煞费苦心的"
2663,tactic,n.手段，策略；［复数］战术
2664,verge,n.边缘；临界点；即将，接近
2665,stellar,adj.星的，恒星的，星球的；精彩的；优秀的
2666,groove,n.沟; 槽; (车)辙; 纹(道); 常规; 习惯; (流行乐)节奏; (演奏的)最佳状态; 理想境况; 称心的东西; 快活的经历
2667,spherical,adj.球形的，球状的
2668,hamper,v.妨碍；阻碍
2669,leftover,n.［常复数］残留物；吃剩的食物
2670,lunge,vi.猛冲，猛扑
2671,staggering,adj.摇晃的；蹒跚的；巨大的；令人吃惊的
2672,tally,n.记录；账
2673,prolific,adj.多产的；富有创造力的
2674,continuity,n.连贯性，连续性
2675,interrogate,vt.审问，讯问，盘问
2676,jeopardize,vt.破坏，危及
2677,middleman,n.中间人，调解人；经纪人
2678,confederacy,n.联盟，同盟，联邦；私党
2679,vestige,n.遗迹，残余；丝毫，一点儿
2680,cranial,adj.头盖骨的，颅骨的
2681,hormone,n.激素，荷尔蒙
2682,treadmill,n.踏车；枯燥乏味的工作（或生活方式）
2683,ooze,v.渗出，慢慢流出；洋溢着，充满
2684,morgue,n.停尸房，太平间
2685,asthma,n.哮喘（症）
2686,inheritance,n.遗产，继承物；继承；遗传（特征）
2687,shear,"v.剪切, 切断, 给（羊）剪（羊毛）, 剪（头发）"
2688,allure,n.诱惑，吸引
2689,intoxication,n.醉，醉酒；极度兴奋
2690,acclaim,n.喝彩，称赞
2691,granite,n.花岗岩，花岗石
2692,resent,v.愤恨，憎恶，怨恨
2693,frivolous,adj.琐碎的，无关紧要的；愚蠢的，可笑的；无聊的，不严肃的，轻佻的
2694,jot,vt.草草记下，匆匆记下
2695,sieve,n.筛子；漏勺
2696,gorgeous,adj.华丽的，灿烂的；漂亮的；令人愉快的
2697,petition,n.请愿书；诉状；祈求
2698,combustible,adj.可燃的，易燃的
2699,wick,n.蜡烛芯；灯芯
2700,dissipate,v.（使）消散，驱散；挥霍，浪费
2701,facet,n.（宝石的）小平面；（问题等的）方面
2702,tile,vt.铺瓦；铺地砖
2703,backup,n.后援，增援；（文件等的）备份
2704,decree,n.法令，政令；（法院的）裁定，判决
2705,convection,n.对流；传送
2706,sardonic,adj.嘲笑的，讥讽的
2707,troposphere,n.对流层
2708,intrepid,adj.勇敢的，无畏的
2709,gleam,v.发微光；闪烁；隐约闪光；（在眼中）闪现；表露
2710,panorama,n.全景，全貌；概观，综述
2711,zinc,n.锌
2712,cellist,n.大提琴演奏家
2713,coefficient,n.系数
2714,malice,n.恶意，怨恨
2715,corporate,adj.法人的，公司的；共同的，全体的
2716,glare,v.怒目而视，瞪视；发出强光
2717,moth,n.蛾
2718,repertoire,n.（剧团等的）常备剧目，保留剧目；（剧团、演员等的）可表演节目；全部才能
2719,copious,adj.丰富的，富饶的
2720,dilate,v.（使）膨胀，扩大；详述
2721,premier,"adj.首要的, 最著名的, 最成功的, 第一的"
2722,latent,adj.潜在的；潜伏的；隐藏的；休眠的
2723,originate,v.起源；发端于；创立；发明
2724,nectar,n.花蜜；甘美的饮料，琼浆玉液
2725,unsubstantiated,adj.未经证实的，无事实根据的
2726,connote,v.意味着；暗示
2727,cardiac,adj.心脏的；心脏病的
2728,tantalizing,adj.诱人的
2729,patronize,v.以高人一等的态度对待；光顾；赞助，资助
2730,cautious,adj.小心的，谨慎的
2731,puddle,n.水坑，水洼
2732,cradle,n.摇篮；发源地，发祥地；托架，吊篮
2733,inclination,n.倾向，意向；爱好，意愿；趋向，趋势；倾斜度；轻微的向下动作
2734,upsurge,n.（情绪）高涨；激增
2735,bluster,v.咆哮，叫嚷；（风）猛刮
2736,spike,n.钉子; 尖状物; 穗; 穗状花序; 猛增
2737,erratic,adj.古怪的，反复无常的；不规则的；不稳定的
2738,discern,"v.看出, 觉察出; 了解; 识别, 发现(某物); 辨明, 分清"
2739,quotient,n.商；份额
2740,replica,n.复制品
2741,millennium,"n.一千年, 千周年纪念日, 千禧年（复数millennia）"
2742,disarm,v.解除武装；裁军；消除（疑虑），消解（怒气等）
2743,auditorium,n.礼堂；观众席
2744,nomadic,adj.游牧的；流浪的
2745,prelude,n.前奏曲，序幕
2746,splash,v.溅湿，溅开；戏水；（报刊）以醒目方式刊登
2747,gin,n.杜松子酒；弹棉机，轧棉机
2748,swindle,vt.诈骗，骗取
2749,bustle,n.忙乱嘈杂，喧嚣
2750,creep,"v.悄悄地缓慢行进, 蹑手蹑脚地移动; 爬行, 匍匐; 逐渐发生, 不知不觉地出现; [植物]攀缘, 蔓生; [雾、云等]弥漫; 卑躬屈膝, 巴结奉承"
2751,congest,v.（使）充满，拥塞；（使）充血
2752,displace,v.取代，替代；转移；迫使（某人）离开家园
2753,mellow,adj.醇香的；柔和的；成熟的
2754,vow,n.誓言，誓约
2755,apportion,vt.分配；分派
2756,beak,n.鸟嘴，喙
2757,retrospect,n.回顾，反顾
2758,vicious,adj.狂暴的，残酷的；凶猛危险的；充满仇恨的；恶劣的，严重的
2759,verbiage,n.冗词，赘言，废话
2760,dogged,adj.顽强的，坚持不懈的；顽固的，固执的
2761,dispel,vt.驱散，驱逐；消除
2762,satiric,adj.讽刺的，嘲讽的
2763,notation,n.符号，记号
2764,rug,n.（小）地毯；围毯
2765,ambivalent,adj.对立的，感情矛盾的
2766,distasteful,adj.令人反感的，讨厌的；味道不佳的
2767,blizzard,n.暴风雪，大风雪
2768,consent,n.同意，许可
2769,invasive,adj.侵入的，侵略的；开刀的
2770,simmer,vi.充满（怒火），（愤怒）积聚；煨，炖
2771,picturesque,adj.如画的；别致的；（语言）生动的
2772,hygiene,n.卫生；卫生学
2773,espouse,vt.支持，拥护，赞成
2774,cereal,n.谷类食物；谷物
2775,conspicuous,adj.显眼的，明显的
2776,contender,n.竞争者，争夺者，对手
2777,pastel,adj.彩色蜡笔的；柔和的
2778,allege,"vt.断言, 宣称, 声称, 指控, 提出"
2779,lash,v.将（物品）系牢，捆绑；（风、雨等）猛烈打击；鞭打；猛烈抨击，严厉斥责
2780,tentative,"adj.试验性的; 不确定的; 暂时的; 犹豫的, 踌躇不决的"
2781,synonym,n.同义词
2782,sprain,n.扭伤
2783,morphology,n.形态学，形态论
2784,refurbish,vt.再装修，重新装饰
2785,proactive,adj.积极主动的；先发制人的
2786,absolve,vt.赦免；免除（责任、义务等）；宽恕
2787,heed,n.注意，留心
2788,inanity,n.空虚，空洞；无意义的事物
2789,despoil,vt.夺取，掠夺；毁坏，破坏
2790,deplore,vt.悲叹，哀叹，公开谴责
2791,commission,v.委任，委托
2792,candid,adj.坦白的，直率的，直言不讳的
2793,vagrant,n.无业游民，流浪者
2794,retain,v.保留；保持；保存
2795,accessory,adj.辅助的；副的
2796,dispatch,n.派遣；发送；急件；新闻报道
2797,shroud,vt.隐藏，遮蔽
2798,raft,n.筏，木排；充气船
2799,frugal,adj.节约的，节俭的；少量的
2800,amalgamation,n.融合，合并；联合，结合
2801,aerial,adj.空气中的；航空的，空中的
2802,livelihood,n.生计，谋生手段
2803,flock,n.兽群，鸟群；一大群；大量，众多；絮屑，毛棉填料；植绒材料，柔软贴料
2804,gravel,n.沙砾；砾石；石子
2805,territory,n.领土，领地；（知识）领域，范围
2806,impart,v.透露，告知；传授；赋予
2807,overcharge,v.讨价过高，索价过高；（使）过量装填；渲染，夸张
2808,hypocritical,adj.伪善的，虚伪的
2809,planetary,adj.行星的
2810,defer,v.推迟，延期
2811,flick,v.轻拍；（快速地）移动
2812,cease,v.停止，终止
2813,pancreas,n.胰腺
2814,momentous,adj.重大的，重要的
2815,turnout,n.（比赛、会议等的）出席人数；产量，产额
2816,foliage,n.（植物的）叶
2817,stylized,adj.（绘画、写作等手法）非写实的；程式化的
2818,methanol,n.甲醇
2819,tug,n.（突然的）猛拉；一股强烈的感情
2820,stagecoach,n.公共马车，驿站马车
2821,methane,n.甲烷，沼气
2822,ascertain,v.查明；弄清
2823,coalition,n.联盟，同盟；结合，联合
2824,charcoal,n.木炭；炭笔
2825,overlook,v.俯视，眺望；忽略，忽视
